"gene","source"
"SPRY2","GeneCards"
"TNFRSF6B","GeneCards"
"DIDO1","GeneCards"
"FOXJ2","GeneCards"
"SCARA5","GeneCards"
"LOC111365141","GeneCards"
"CSF2RB","GeneCards"
"KMT2D","GeneCards"
"MBTPS1","GeneCards"
"TACR1","GeneCards"
"FOSB","GeneCards"
"CACNA2D4","GeneCards"
"TANK","GeneCards"
"CALD1","GeneCards"
"CLIC1","GeneCards"
"CPSF2","GeneCards"
"CLEC1B","GeneCards"
"TES","GeneCards"
"HTATIP2","GeneCards"
"SCG3","GeneCards"
"FGL2","GeneCards"
"SAA4","GeneCards"
"DAOA-AS1","GeneCards"
"ANKRD37","GeneCards"
"VAV1","GeneCards"
"SLC12A2","GeneCards"
"CDC6","GeneCards"
"TERF2IP","GeneCards"
"TICAM1","GeneCards"
"PRMT1","GeneCards"
"NRCAM","GeneCards"
"CD33","GeneCards"
"ITGB5","GeneCards"
"MAP2K6","GeneCards"
"MED17","GeneCards"
"ATG16L1","GeneCards"
"DAB1","GeneCards"
"CHMP2B","GeneCards"
"CXCR1","GeneCards"
"PCBP2","GeneCards"
"PIAS4","GeneCards"
"ENPP2","GeneCards"
"SH3GL2","GeneCards"
"MTNR1A","GeneCards"
"ACP1","GeneCards"
"FCER1A","GeneCards"
"BPGM","GeneCards"
"AKAP12","GeneCards"
"EIF4EBP1","GeneCards"
"CYP4F3","GeneCards"
"SERPINB2","GeneCards"
"SLC23A2","GeneCards"
"COLEC12","GeneCards"
"FPR3","GeneCards"
"GZMH","GeneCards"
"CDC42EP3","GeneCards"
"HSPA12A","GeneCards"
"EBF2","GeneCards"
"SNX25","GeneCards"
"SUSD2","GeneCards"
"NGB","GeneCards"
"TMBIM1","GeneCards"
"ARL15","GeneCards"
"CXCL17","GeneCards"
"MIR1301","GeneCards"
"MBL1P","GeneCards"
"CCDC3","GeneCards"
"INKILN","GeneCards"
"LOC110386948","GeneCards"
"LOC110386949","GeneCards"
"ALDOA","GeneCards"
"AXIN2","GeneCards"
"BUB1B","GeneCards"
"CUL3","GeneCards"
"DDC","GeneCards"
"EIF2AK2","GeneCards"
"MAP3K14","GeneCards"
"KIF5A","GeneCards"
"NDRG1","GeneCards"
"ASL","GeneCards"
"ASNS","GeneCards"
"TEAD1","GeneCards"
"RALA","GeneCards"
"SLC40A1","GeneCards"
"CSNK1A1","GeneCards"
"PNPT1","GeneCards"
"DLG2","GeneCards"
"KIF20A","GeneCards"
"FGF12","GeneCards"
"RBFOX1","GeneCards"
"GJB1","GeneCards"
"MKNK1","GeneCards"
"UBE2I","GeneCards"
"PRKD2","GeneCards"
"USH1C","GeneCards"
"ACSS2","GeneCards"
"HTR4","GeneCards"
"ADORA1","GeneCards"
"PEPD","GeneCards"
"TPH1","GeneCards"
"CASP4","GeneCards"
"NDST1","GeneCards"
"TRIM27","GeneCards"
"ADRA2B","GeneCards"
"SLC4A10","GeneCards"
"IRF2","GeneCards"
"UBE2D2","GeneCards"
"CAMTA1","GeneCards"
"P2RY11","GeneCards"
"CTF1","GeneCards"
"DUSP10","GeneCards"
"KPNA3","GeneCards"
"PTGER1","GeneCards"
"CALU","GeneCards"
"CCT4","GeneCards"
"BRPF3","GeneCards"
"TRIM31","GeneCards"
"CASP5","GeneCards"
"DNER","GeneCards"
"IL18BP","GeneCards"
"MYL6","GeneCards"
"PMAIP1","GeneCards"
"GDA","GeneCards"
"AZGP1","GeneCards"
"EIF4G2","GeneCards"
"ENPP3","GeneCards"
"NEURL1","GeneCards"
"SLC16A10","GeneCards"
"AK5","GeneCards"
"MLX","GeneCards"
"MTSS1","GeneCards"
"QSOX1","GeneCards"
"SYNE3","GeneCards"
"MXD1","GeneCards"
"SPARCL1","GeneCards"
"CRNKL1","GeneCards"
"CSTA","GeneCards"
"DUSP2","GeneCards"
"MIR1-1","GeneCards"
"NEGR1","GeneCards"
"SERPINB8","GeneCards"
"SFRP2","GeneCards"
"SRR","GeneCards"
"ZDHHC8","GeneCards"
"OSBPL9","GeneCards"
"SOX13","GeneCards"
"ARHGAP42","GeneCards"
"CCL24","GeneCards"
"RGS16","GeneCards"
"SHPK","GeneCards"
"CA3","GeneCards"
"IL34","GeneCards"
"MPZL2","GeneCards"
"PLCL2","GeneCards"
"FAM13A","GeneCards"
"DCD","GeneCards"
"NBL1","GeneCards"
"TREML1","GeneCards"
"TSKU","GeneCards"
"NFAM1","GeneCards"
"IRAG1","GeneCards"
"MIR17HG","GeneCards"
"PEAR1","GeneCards"
"SGCZ","GeneCards"
"TSPAN2","GeneCards"
"LOC110121269","GeneCards"
"SMPDL3A","GeneCards"
"MIR196A2","GeneCards"
"TMEM18","GeneCards"
"TNFAIP8","GeneCards"
"ERFE","GeneCards"
"GFRAL","GeneCards"
"MS4A4A","GeneCards"
"ZNF688","GeneCards"
"ZSCAN18","GeneCards"
"PI16","GeneCards"
"MXRA7","GeneCards"
"PEG13","GeneCards"
"CARINH","GeneCards"
"C1QTNF6","GeneCards"
"FAM230C","GeneCards"
"SMANTIS","GeneCards"
"SPAAR","GeneCards"
"C19orf53","GeneCards"
"LOC106728418","GeneCards"
"LOC130002275","GeneCards"
"LOC105376196","GeneCards"
"ANK1","GeneCards"
"BUB1","GeneCards"
"CSNK2B","GeneCards"
"EEF2","GeneCards"
"FLT3","GeneCards"
"MAX","GeneCards"
"OPRM1","GeneCards"
"PLCG2","GeneCards"
"RPL11","GeneCards"
"SPTBN1","GeneCards"
"TUBB4A","GeneCards"
"ABAT","GeneCards"
"CACNA1G","GeneCards"
"GABRG2","GeneCards"
"HADH","GeneCards"
"HNRNPU","GeneCards"
"SPTAN1","GeneCards"
"TUBA4A","GeneCards"
"ATP5F1A","GeneCards"
"COL11A2","GeneCards"
"DYRK1A","GeneCards"
"GFPT1","GeneCards"
"MSN","GeneCards"
"POLG","GeneCards"
"REST","GeneCards"
"ROBO2","GeneCards"
"STUB1","GeneCards"
"TPM3","GeneCards"
"CHRM3","GeneCards"
"CSF2RA","GeneCards"
"DIAPH3","GeneCards"
"GOSR2","GeneCards"
"PSTPIP1","GeneCards"
"SLC25A4","GeneCards"
"SLC4A1","GeneCards"
"ATP2B4","GeneCards"
"COL4A3","GeneCards"
"GLDC","GeneCards"
"IL4R","GeneCards"
"MTAP","GeneCards"
"PAX2","GeneCards"
"YWHAE","GeneCards"
"C7","GeneCards"
"CCDC88A","GeneCards"
"NSD1","GeneCards"
"PHF8","GeneCards"
"SCN4A","GeneCards"
"SLC46A1","GeneCards"
"SMAD9","GeneCards"
"CDON","GeneCards"
"DLST","GeneCards"
"MDM4","GeneCards"
"PRKG2","GeneCards"
"RRAS","GeneCards"
"TAPBP","GeneCards"
"TOP2A","GeneCards"
"ALAD","GeneCards"
"ATP6V1E1","GeneCards"
"BIRC2","GeneCards"
"CNGB1","GeneCards"
"DSG1","GeneCards"
"HMGCL","GeneCards"
"NLRP12","GeneCards"
"PLOD2","GeneCards"
"CDH23","GeneCards"
"COL4A4","GeneCards"
"DRD4","GeneCards"
"DSC2","GeneCards"
"NFIB","GeneCards"
"SLC6A8","GeneCards"
"SNAP29","GeneCards"
"STAG1","GeneCards"
"EXT1","GeneCards"
"GNAT1","GeneCards"
"HLA-DRA","GeneCards"
"KANK1","GeneCards"
"MCM8","GeneCards"
"RBL2","GeneCards"
"RNF168","GeneCards"
"SLC22A4","GeneCards"
"SLC34A1","GeneCards"
"WHRN","GeneCards"
"ACTL6A","GeneCards"
"EPHA1","GeneCards"
"GYG1","GeneCards"
"PHIP","GeneCards"
"RBFOX2","GeneCards"
"RRM2","GeneCards"
"SARM1","GeneCards"
"TMPRSS6","GeneCards"
"TUBB6","GeneCards"
"CTNND2","GeneCards"
"DLX5","GeneCards"
"EFL1","GeneCards"
"ELP1","GeneCards"
"GPSM2","GeneCards"
"KLK3","GeneCards"
"OBSL1","GeneCards"
"PFKL","GeneCards"
"PLEKHG5","GeneCards"
"PLXNA4","GeneCards"
"PRICKLE1","GeneCards"
"RFC4","GeneCards"
"SKP2","GeneCards"
"TRPM3","GeneCards"
"COL14A1","GeneCards"
"CRK","GeneCards"
"CYP2R1","GeneCards"
"FARS2","GeneCards"
"LARS2","GeneCards"
"LGI1","GeneCards"
"MCM3","GeneCards"
"PIM1","GeneCards"
"PPP1CC","GeneCards"
"RACGAP1","GeneCards"
"SNAI2","GeneCards"
"ADARB1","GeneCards"
"DSCAML1","GeneCards"
"FST","GeneCards"
"GALE","GeneCards"
"HECW2","GeneCards"
"KIF2C","GeneCards"
"KIF4A","GeneCards"
"MAP3K4","GeneCards"
"NOG","GeneCards"
"PIK3R5","GeneCards"
"SC5D","GeneCards"
"SKP1","GeneCards"
"XRCC3","GeneCards"
"CLIC5","GeneCards"
"DGCR8","GeneCards"
"RUVBL2","GeneCards"
"SFRP4","GeneCards"
"AQP3","GeneCards"
"BMX","GeneCards"
"DNAJC5","GeneCards"
"ETS2","GeneCards"
"MEF2D","GeneCards"
"NLGN4X","GeneCards"
"OTOF","GeneCards"
"PTPN3","GeneCards"
"PTPRB","GeneCards"
"RPL7A","GeneCards"
"RPS5","GeneCards"
"SIRT5","GeneCards"
"SNAP23","GeneCards"
"CAPZB","GeneCards"
"CPT1B","GeneCards"
"IQGAP2","GeneCards"
"PLK3","GeneCards"
"SGO1","GeneCards"
"TAB1","GeneCards"
"TCTN1","GeneCards"
"TENM3","GeneCards"
"TPH2","GeneCards"
"TTLL5","GeneCards"
"BTC","GeneCards"
"CLTA","GeneCards"
"DUSP16","GeneCards"
"EPB42","GeneCards"
"IL1RL2","GeneCards"
"ITGA11","GeneCards"
"MYBL2","GeneCards"
"NGLY1","GeneCards"
"SP100","GeneCards"
"SPRED2","GeneCards"
"CXADR","GeneCards"
"MCM10","GeneCards"
"PPL","GeneCards"
"PPP3R1","GeneCards"
"PTH2R","GeneCards"
"RGS14","GeneCards"
"RPS25","GeneCards"
"TLL1","GeneCards"
"VDAC2","GeneCards"
"WWC1","GeneCards"
"XIRP2","GeneCards"
"ZNFX1","GeneCards"
"CHRDL1","GeneCards"
"DGKA","GeneCards"
"FBXO38","GeneCards"
"FCAR","GeneCards"
"KRT4","GeneCards"
"LRP1B","GeneCards"
"LRPAP1","GeneCards"
"MARK1","GeneCards"
"PGAM1","GeneCards"
"PPM1A","GeneCards"
"PSMD8","GeneCards"
"UBQLN1","GeneCards"
"ULK3","GeneCards"
"ADAM19","GeneCards"
"AFF3","GeneCards"
"CCT8","GeneCards"
"CDX2","GeneCards"
"CNTFR","GeneCards"
"CSMD1","GeneCards"
"DMP1","GeneCards"
"EPHA6","GeneCards"
"GNGT1","GeneCards"
"HERC5","GeneCards"
"PTPRN","GeneCards"
"SLC18A1","GeneCards"
"SRD5A1","GeneCards"
"CCT6A","GeneCards"
"CLCC1","GeneCards"
"CRY2","GeneCards"
"FHOD3","GeneCards"
"GUCA1B","GeneCards"
"HOXB1","GeneCards"
"KIF21B","GeneCards"
"KPNA4","GeneCards"
"LDHC","GeneCards"
"PPP2R3A","GeneCards"
"PRC1","GeneCards"
"RRAGD","GeneCards"
"SLC27A1","GeneCards"
"UBE2L6","GeneCards"
"ANXA3","GeneCards"
"DHX58","GeneCards"
"NUF2","GeneCards"
"PRRX1","GeneCards"
"RASGRP4","GeneCards"
"RASSF5","GeneCards"
"SLC7A8","GeneCards"
"SMOC2","GeneCards"
"STXBP5","GeneCards"
"ACSBG1","GeneCards"
"ARHGAP17","GeneCards"
"DCP2","GeneCards"
"KCNJ15","GeneCards"
"MCTP2","GeneCards"
"PARVA","GeneCards"
"SIX2","GeneCards"
"SNF8","GeneCards"
"STIP1","GeneCards"
"USF2","GeneCards"
"USP45","GeneCards"
"ASIC2","GeneCards"
"BICD1","GeneCards"
"BOP1","GeneCards"
"DGKG","GeneCards"
"ELAVL4","GeneCards"
"GDF6","GeneCards"
"GOLGB1","GeneCards"
"HIVEP3","GeneCards"
"MGST1","GeneCards"
"OTUD7A","GeneCards"
"PTTG1","GeneCards"
"SLC26A7","GeneCards"
"STK38","GeneCards"
"ADAMTS14","GeneCards"
"EHD1","GeneCards"
"ESYT2","GeneCards"
"FBP2","GeneCards"
"GBP3","GeneCards"
"GPC5","GeneCards"
"HBS1L","GeneCards"
"HNRNPAB","GeneCards"
"KIR2DL3","GeneCards"
"KLHL12","GeneCards"
"NDUFC2","GeneCards"
"NPNT","GeneCards"
"NR6A1","GeneCards"
"PREB","GeneCards"
"SPIDR","GeneCards"
"TSHZ1","GeneCards"
"ZNF142","GeneCards"
"AGPAT1","GeneCards"
"ALDH3B1","GeneCards"
"ARL2BP","GeneCards"
"ATG2B","GeneCards"
"AZU1","GeneCards"
"CFHR2","GeneCards"
"CHPT1","GeneCards"
"EME1","GeneCards"
"GBP5","GeneCards"
"LRP12","GeneCards"
"MX2","GeneCards"
"PPP1R12B","GeneCards"
"RAI14","GeneCards"
"RALY","GeneCards"
"SLC39A10","GeneCards"
"SPRY4","GeneCards"
"STRADB","GeneCards"
"TBX22","GeneCards"
"TGM3","GeneCards"
"UCK2","GeneCards"
"VPS51","GeneCards"
"VSIR","GeneCards"
"AGAP3","GeneCards"
"AIFM2","GeneCards"
"C5AR2","GeneCards"
"CFHR4","GeneCards"
"CKAP2L","GeneCards"
"COLEC10","GeneCards"
"EDEM2","GeneCards"
"HABP4","GeneCards"
"KCNIP1","GeneCards"
"KCNIP2","GeneCards"
"LRRC32","GeneCards"
"MED30","GeneCards"
"PLVAP","GeneCards"
"PMP2","GeneCards"
"POLR1H","GeneCards"
"PPP1R12C","GeneCards"
"PTMA","GeneCards"
"RPL41","GeneCards"
"SAMD9","GeneCards"
"SLC30A7","GeneCards"
"SUPT3H","GeneCards"
"WDR77","GeneCards"
"BMP10","GeneCards"
"COX6C","GeneCards"
"CPNE6","GeneCards"
"DKK2","GeneCards"
"DLGAP5","GeneCards"
"GFPT2","GeneCards"
"HCRT","GeneCards"
"JDP2","GeneCards"
"KCNH6","GeneCards"
"MYO1D","GeneCards"
"PCMT1","GeneCards"
"PELI3","GeneCards"
"RBMS1","GeneCards"
"SERBP1","GeneCards"
"SLC20A1","GeneCards"
"TFEC","GeneCards"
"UBD","GeneCards"
"WSB1","GeneCards"
"ADAM28","GeneCards"
"BBOX1","GeneCards"
"CCL16","GeneCards"
"GPM6A","GeneCards"
"GPRC5B","GeneCards"
"IMP3","GeneCards"
"NFKBIZ","GeneCards"
"PTPRE","GeneCards"
"RAP2A","GeneCards"
"RNASE1","GeneCards"
"TRIM54","GeneCards"
"TRPC4AP","GeneCards"
"TST","GeneCards"
"VPS37B","GeneCards"
"ADI1","GeneCards"
"CEMIP2","GeneCards"
"CLCF1","GeneCards"
"CRLS1","GeneCards"
"CTNNBIP1","GeneCards"
"DENND2B","GeneCards"
"DIO1","GeneCards"
"GALNT13","GeneCards"
"GALNT14","GeneCards"
"HSD17B6","GeneCards"
"IFT20","GeneCards"
"KATNAL1","GeneCards"
"NCR2","GeneCards"
"NMB","GeneCards"
"PAOX","GeneCards"
"PDXP","GeneCards"
"PSCA","GeneCards"
"SLC7A3","GeneCards"
"ST8SIA1","GeneCards"
"TRIM15","GeneCards"
"ACKR5","GeneCards"
"GPR84","GeneCards"
"HRNR","GeneCards"
"IFI35","GeneCards"
"ITIH1","GeneCards"
"JPH1","GeneCards"
"LRRC4","GeneCards"
"MBOAT1","GeneCards"
"P2RY4","GeneCards"
"PCDH9","GeneCards"
"STARD10","GeneCards"
"STK40","GeneCards"
"TCF19","GeneCards"
"ATOH1","GeneCards"
"CDS2","GeneCards"
"CRELD2","GeneCards"
"FUT7","GeneCards"
"GALNT10","GeneCards"
"HLF","GeneCards"
"INTS12","GeneCards"
"OXGR1","GeneCards"
"PFDN1","GeneCards"
"SIGLEC9","GeneCards"
"ATOH7","GeneCards"
"CCL27","GeneCards"
"CD101","GeneCards"
"ENTPD7","GeneCards"
"FGF11","GeneCards"
"FLRT2","GeneCards"
"FLYWCH1","GeneCards"
"HEXIM1","GeneCards"
"MYH4","GeneCards"
"PAK1IP1","GeneCards"
"PRELID1","GeneCards"
"SCAMP5","GeneCards"
"TRAT1","GeneCards"
"ABHD2","GeneCards"
"ANKLE1","GeneCards"
"BPIFA1","GeneCards"
"DEFB4A","GeneCards"
"FBXW10","GeneCards"
"KLHDC8B","GeneCards"
"RAET1E","GeneCards"
"RBM15B","GeneCards"
"TIMD4","GeneCards"
"TTLL11","GeneCards"
"CDCA2","GeneCards"
"CENPW","GeneCards"
"CYTIP","GeneCards"
"IL36A","GeneCards"
"MLXIP","GeneCards"
"MT1A","GeneCards"
"NR2F1-AS1","GeneCards"
"RNF39","GeneCards"
"SACK1D","GeneCards"
"SHCBP1","GeneCards"
"SLC17A2","GeneCards"
"SYT14","GeneCards"
"TMTC1","GeneCards"
"TRIM10","GeneCards"
"TRIM34","GeneCards"
"TRIM40","GeneCards"
"TTLL7","GeneCards"
"CCL4L2","GeneCards"
"FCRL2","GeneCards"
"MXD4","GeneCards"
"PPAN","GeneCards"
"RAB11FIP1","GeneCards"
"BEX3","GeneCards"
"CHRDL2","GeneCards"
"DCSTAMP","GeneCards"
"DUSP18","GeneCards"
"FRMD3","GeneCards"
"KLRB1","GeneCards"
"LNX2","GeneCards"
"MORC1","GeneCards"
"PID1","GeneCards"
"SFXN2","GeneCards"
"VASH2","GeneCards"
"ABI3BP","GeneCards"
"CBLN1","GeneCards"
"EGFL6","GeneCards"
"GLIPR1","GeneCards"
"MLN","GeneCards"
"MRPL14","GeneCards"
"MYOM3","GeneCards"
"POTEKP","GeneCards"
"PRAM1","GeneCards"
"PRND","GeneCards"
"TEF","GeneCards"
"TMEM68","GeneCards"
"ZNRF2","GeneCards"
"B4GALNT3","GeneCards"
"BNIPL","GeneCards"
"CAVIN3","GeneCards"
"FNDC1","GeneCards"
"LMF2","GeneCards"
"MAL2","GeneCards"
"MOAP1","GeneCards"
"SCOC","GeneCards"
"SERPINB12","GeneCards"
"B3GALT2","GeneCards"
"CSMD2","GeneCards"
"CYLD-AS1","GeneCards"
"PPP1R1A","GeneCards"
"SHROOM1","GeneCards"
"SPATS2L","GeneCards"
"ADGRA1","GeneCards"
"CNIH4","GeneCards"
"DEUP1","GeneCards"
"HTN3","GeneCards"
"LONRF2","GeneCards"
"MALRD1","GeneCards"
"PAPPA-AS1","GeneCards"
"SYNPO2L","GeneCards"
"DDN","GeneCards"
"MALL","GeneCards"
"MIR124-2","GeneCards"
"MIR320C1","GeneCards"
"PDZK1IP1","GeneCards"
"APOL4","GeneCards"
"COQ10A","GeneCards"
"DLEU1","GeneCards"
"LRP3","GeneCards"
"MIR4632","GeneCards"
"OR13G1","GeneCards"
"SLFN5","GeneCards"
"ZC3H12C","GeneCards"
"CCDC68","GeneCards"
"HES2","GeneCards"
"IGDCC4","GeneCards"
"MIR1-2","GeneCards"
"MIR1290","GeneCards"
"MIR320C2","GeneCards"
"NXPH1","GeneCards"
"RPL36A-HNRNPH2","GeneCards"
"CYS1","GeneCards"
"GPR75","GeneCards"
"GSTCD","GeneCards"
"MDH1B","GeneCards"
"MIR3934","GeneCards"
"PTTG2","GeneCards"
"RTP4","GeneCards"
"TSPOAP1-AS1","GeneCards"
"MIR548P","GeneCards"
"ROCR","GeneCards"
"TXLNB","GeneCards"
"XKR4","GeneCards"
"CTAGE1","GeneCards"
"KBTBD3","GeneCards"
"MIR4463","GeneCards"
"MS4A7","GeneCards"
"TMCO5A","GeneCards"
"AWAT1","GeneCards"
"FAM81A","GeneCards"
"MCEMP1","GeneCards"
"MS4A6E","GeneCards"
"OR1L3","GeneCards"
"CCL4L1","GeneCards"
"HNRNPCL1","GeneCards"
"IER5","GeneCards"
"ZFAND2A","GeneCards"
"MIR1291","GeneCards"
"SEBOX","GeneCards"
"C11orf58","GeneCards"
"FAM157A","GeneCards"
"TCP11L1","GeneCards"
"TTC9","GeneCards"
"EIF1AXP1","GeneCards"
"ENSG00000229368","GeneCards"
"ERVK-20","GeneCards"
"DLEU7","GeneCards"
"TRBV11-2","GeneCards"
"CIMT","GeneCards"
"AP2M1","GeneCards"
"ARID1A","GeneCards"
"CAD","GeneCards"
"CHD3","GeneCards"
"CHRM2","GeneCards"
"CTBP1","GeneCards"
"CTNND1","GeneCards"
"DCTN1","GeneCards"
"DRD2","GeneCards"
"DVL1","GeneCards"
"EHMT1","GeneCards"
"GABBR2","GeneCards"
"GRIA1","GeneCards"
"GRIA2","GeneCards"
"GRM1","GeneCards"
"IMPDH1","GeneCards"
"ITPR3","GeneCards"
"KCNQ2","GeneCards"
"KMT2C","GeneCards"
"LRRK2","GeneCards"
"MALT1","GeneCards"
"MITF","GeneCards"
"MYO6","GeneCards"
"NCSTN","GeneCards"
"PC","GeneCards"
"PKLR","GeneCards"
"POLE","GeneCards"
"PPP1CB","GeneCards"
"PRKAR1B","GeneCards"
"PSEN2","GeneCards"
"RAD51C","GeneCards"
"RPS19","GeneCards"
"SCN2A","GeneCards"
"SLC6A1","GeneCards"
"SLC6A3","GeneCards"
"SMARCB1","GeneCards"
"SMARCC2","GeneCards"
"SMARCE1","GeneCards"
"SNAP25","GeneCards"
"STAT5B","GeneCards"
"TAF1","GeneCards"
"TRIO","GeneCards"
"TUBA1A","GeneCards"
"TUBB3","GeneCards"
"VHL","GeneCards"
"ATP6V1A","GeneCards"
"CARD11","GeneCards"
"CENPE","GeneCards"
"COL11A1","GeneCards"
"CTPS1","GeneCards"
"CYB5R3","GeneCards"
"EED","GeneCards"
"GLI3","GeneCards"
"HNRNPA1","GeneCards"
"MYCN","GeneCards"
"NEK2","GeneCards"
"RIMS1","GeneCards"
"SCN8A","GeneCards"
"SIN3A","GeneCards"
"TFAP2A","GeneCards"
"TOP2B","GeneCards"
"WWOX","GeneCards"
"ADCY1","GeneCards"
"ADSL","GeneCards"
"ARID1B","GeneCards"
"CD3G","GeneCards"
"CYP11A1","GeneCards"
"DGKZ","GeneCards"
"DST","GeneCards"
"EPHA4","GeneCards"
"EPS8","GeneCards"
"FSHR","GeneCards"
"GABRA1","GeneCards"
"GABRB2","GeneCards"
"GLI2","GeneCards"
"GPHN","GeneCards"
"HERC2","GeneCards"
"HEXA","GeneCards"
"LHCGR","GeneCards"
"MYO1C","GeneCards"
"NRXN1","GeneCards"
"OCRL","GeneCards"
"PGM1","GeneCards"
"PYGL","GeneCards"
"SH3KBP1","GeneCards"
"SMC1A","GeneCards"
"STXBP1","GeneCards"
"UBA1","GeneCards"
"UBE3A","GeneCards"
"ACO2","GeneCards"
"ADCY6","GeneCards"
"CDK8","GeneCards"
"DKC1","GeneCards"
"DLG3","GeneCards"
"DPYD","GeneCards"
"EFTUD2","GeneCards"
"GABRA2","GeneCards"
"HSPA9","GeneCards"
"KDM6A","GeneCards"
"KIF1B","GeneCards"
"KIF2A","GeneCards"
"LIG4","GeneCards"
"PAK3","GeneCards"
"PI4KA","GeneCards"
"POLR1A","GeneCards"
"SMARCC1","GeneCards"
"TAF6","GeneCards"
"TRRAP","GeneCards"
"AIFM1","GeneCards"
"ARSA","GeneCards"
"CHRNA1","GeneCards"
"DLC1","GeneCards"
"EPB41","GeneCards"
"FANCD2","GeneCards"
"FANCL","GeneCards"
"GNAO1","GeneCards"
"IHH","GeneCards"
"KCNB1","GeneCards"
"KCNJ10","GeneCards"
"LAMB3","GeneCards"
"MAN1B1","GeneCards"
"MMUT","GeneCards"
"NDUFV1","GeneCards"
"PAX8","GeneCards"
"SLC18A2","GeneCards"
"SMARCD2","GeneCards"
"SPTA1","GeneCards"
"SPTBN2","GeneCards"
"STT3A","GeneCards"
"ALDH5A1","GeneCards"
"B4GALT1","GeneCards"
"BCL11A","GeneCards"
"CAPN3","GeneCards"
"CCT2","GeneCards"
"CDH11","GeneCards"
"CFI","GeneCards"
"CLASP1","GeneCards"
"DES","GeneCards"
"FZD4","GeneCards"
"HUWE1","GeneCards"
"ITPR2","GeneCards"
"MAP1B","GeneCards"
"PAX3","GeneCards"
"POLR3A","GeneCards"
"RAD51B","GeneCards"
"RNF31","GeneCards"
"RPS10","GeneCards"
"SPTB","GeneCards"
"THRA","GeneCards"
"ACADS","GeneCards"
"AGL","GeneCards"
"ALS2","GeneCards"
"ATP2A3","GeneCards"
"CDC14A","GeneCards"
"CDC73","GeneCards"
"CYFIP2","GeneCards"
"EGLN2","GeneCards"
"EPCAM","GeneCards"
"EYA1","GeneCards"
"FANCG","GeneCards"
"FOLR1","GeneCards"
"GNB4","GeneCards"
"IARS1","GeneCards"
"KCNA2","GeneCards"
"KCNH1","GeneCards"
"LARS1","GeneCards"
"MED12","GeneCards"
"MUSK","GeneCards"
"NBEA","GeneCards"
"OAT","GeneCards"
"OGT","GeneCards"
"PAH","GeneCards"
"PHKG2","GeneCards"
"PIK3C2B","GeneCards"
"POLR3B","GeneCards"
"POMT1","GeneCards"
"PTPRF","GeneCards"
"PTPRS","GeneCards"
"RAD21","GeneCards"
"RPL19","GeneCards"
"RTEL1","GeneCards"
"SLC26A3","GeneCards"
"SPAST","GeneCards"
"ALAS2","GeneCards"
"ATP2B3","GeneCards"
"CCT5","GeneCards"
"EPM2A","GeneCards"
"FBXW11","GeneCards"
"HMBS","GeneCards"
"NECTIN1","GeneCards"
"NUP107","GeneCards"
"NUP93","GeneCards"
"PCGF2","GeneCards"
"PRPF31","GeneCards"
"RAB18","GeneCards"
"SLC37A4","GeneCards"
"SLC4A4","GeneCards"
"TAF2","GeneCards"
"TCIRG1","GeneCards"
"TRIM37","GeneCards"
"ABCB7","GeneCards"
"AKAP13","GeneCards"
"ALDH1A3","GeneCards"
"AMT","GeneCards"
"ARNT2","GeneCards"
"ASCC3","GeneCards"
"BCS1L","GeneCards"
"BIRC6","GeneCards"
"C9","GeneCards"
"CEP63","GeneCards"
"CNGA1","GeneCards"
"CTBP2","GeneCards"
"DDOST","GeneCards"
"DLL3","GeneCards"
"ERAP1","GeneCards"
"EZR","GeneCards"
"GLRA1","GeneCards"
"IL17RC","GeneCards"
"JARID2","GeneCards"
"KCNA1","GeneCards"
"KCNQ5","GeneCards"
"KDM4B","GeneCards"
"KNL1","GeneCards"
"LRPPRC","GeneCards"
"OXCT1","GeneCards"
"PABPN1","GeneCards"
"PICALM","GeneCards"
"PLCB3","GeneCards"
"POLE2","GeneCards"
"PPOX","GeneCards"
"PRKCI","GeneCards"
"RBM10","GeneCards"
"RPS6KA2","GeneCards"
"SLC3A1","GeneCards"
"SPEN","GeneCards"
"SPTBN4","GeneCards"
"ST3GAL3","GeneCards"
"STT3B","GeneCards"
"TIA1","GeneCards"
"TNIK","GeneCards"
"TUSC3","GeneCards"
"UBR4","GeneCards"
"VAPB","GeneCards"
"WIPF1","GeneCards"
"AGPS","GeneCards"
"AP2S1","GeneCards"
"ARHGEF18","GeneCards"
"ARHGEF9","GeneCards"
"ASH1L","GeneCards"
"ATP6V0A1","GeneCards"
"BRSK2","GeneCards"
"CD79A","GeneCards"
"CENPF","GeneCards"
"CNTNAP2","GeneCards"
"CPAP","GeneCards"
"CSNK2A2","GeneCards"
"DDX5","GeneCards"
"DYNC1I1","GeneCards"
"EXT2","GeneCards"
"FANCC","GeneCards"
"FXN","GeneCards"
"GALNS","GeneCards"
"HSD17B3","GeneCards"
"IL11RA","GeneCards"
"INPP5E","GeneCards"
"IVD","GeneCards"
"MAP3K11","GeneCards"
"MARK2","GeneCards"
"MC2R","GeneCards"
"NFASC","GeneCards"
"NR0B1","GeneCards"
"NR2F1","GeneCards"
"NUMA1","GeneCards"
"NUP205","GeneCards"
"PAK2","GeneCards"
"PUF60","GeneCards"
"RAG1","GeneCards"
"RPL10","GeneCards"
"RRM1","GeneCards"
"SALL4","GeneCards"
"SHMT1","GeneCards"
"SLC12A6","GeneCards"
"SLC26A2","GeneCards"
