gene,name,score,source
HEATR6,HEAT Repeat Containing 6,1.17315,GeneCards
HERPUD2,HERPUD Family Member 2,1.17315,GeneCards
IER2,Immediate Early Response 2,1.17315,GeneCards
INSL5,Insulin Like 5,1.17315,GeneCards
KLHL29,Kelch Like Family Member 29,1.17315,GeneCards
LBX2,Ladybird Homeobox 2,1.17315,GeneCards
LINC00336,Long Intergenic Non-Protein Coding RNA 336,1.17315,GeneCards
LINC00523,Long Intergenic Non-Protein Coding RNA 523,1.17315,GeneCards
LINC01004,Long Intergenic Non-Protein Coding RNA 1004,1.17315,GeneCards
LINC01600,Long Intergenic Non-Protein Coding RNA 1600,1.17315,GeneCards
LRRN2,Leucine Rich Repeat Neuronal 2,1.17315,GeneCards
LYPD5,LY6/PLAUR Domain Containing 5,1.17315,GeneCards
LYSMD3,LysM Domain Containing 3,1.17315,GeneCards
LYZL1,Lysozyme Like 1,1.17315,GeneCards
MDP1,Magnesium Dependent Phosphatase 1,1.17315,GeneCards
MFSD11,Major Facilitator Superfamily Domain Containing 11,1.17315,GeneCards
MIR1183,MicroRNA 1183,1.17315,GeneCards
MIR1538,MicroRNA 1538,1.17315,GeneCards
MIR3912,MicroRNA 3912,1.17315,GeneCards
MIR6086,MicroRNA 6086,1.17315,GeneCards
MIR802,MicroRNA 802,1.17315,GeneCards
MIR944,MicroRNA 944,1.17315,GeneCards
MORN3,MORN Repeat Containing 3,1.17315,GeneCards
MS4A14,Membrane Spanning 4-Domains A14,1.17315,GeneCards
NAP1L2,Nucleosome Assembly Protein 1 Like 2,1.17315,GeneCards
NOTO,Notochord Homeobox,1.17315,GeneCards
OR10A5,Olfactory Receptor Family 10 Subfamily A Member 5,1.17315,GeneCards
OR2A5,Olfactory Receptor Family 2 Subfamily A Member 5,1.17315,GeneCards
OR2V2,Olfactory Receptor Family 2 Subfamily V Member 2,1.17315,GeneCards
OR4A15,Olfactory Receptor Family 4 Subfamily A Member 15,1.17315,GeneCards
OR51B6,Olfactory Receptor Family 51 Subfamily B Member 6,1.17315,GeneCards
OR51G1,Olfactory Receptor Family 51 Subfamily G Member 1,1.17315,GeneCards
OR52E6,Olfactory Receptor Family 52 Subfamily E Member 6,1.17315,GeneCards
OR52N5,Olfactory Receptor Family 52 Subfamily N Member 5,1.17315,GeneCards
OR56A3,Olfactory Receptor Family 56 Subfamily A Member 3,1.17315,GeneCards
OR5AN1,Olfactory Receptor Family 5 Subfamily AN Member 1,1.17315,GeneCards
OR5AS1,Olfactory Receptor Family 5 Subfamily AS Member 1,1.17315,GeneCards
OR6K6,Olfactory Receptor Family 6 Subfamily K Member 6,1.17315,GeneCards
OR8B8,Olfactory Receptor Family 8 Subfamily B Member 8,1.17315,GeneCards
OR8G1,Olfactory Receptor Family 8 Subfamily G Member 1,1.17315,GeneCards
PAPOLB,Poly(A) Polymerase Beta,1.17315,GeneCards
PCSK1N,Proprotein Convertase Subtilisin/Kexin Type 1 Inhibitor,1.17315,GeneCards
PRNT,"Prion Locus LncRNA, Testis Expressed",1.17315,GeneCards
RASSF4,Ras Association Domain Family Member 4,1.17315,GeneCards
RBM12B,RNA Binding Motif Protein 12B,1.17315,GeneCards
RNASE10,Ribonuclease A Family Member 10 (Inactive),1.17315,GeneCards
SAMD7,Sterile Alpha Motif Domain Containing 7,1.17315,GeneCards
SAP30L-AS1,SAP30L And GALNT10 Antisense RNA 1,1.17315,GeneCards
SBSPON,Somatomedin B And Thrombospondin Type 1 Domain Containing,1.17315,GeneCards
SCFD2,Sec1 Family Domain Containing 2,1.17315,GeneCards
SERF1A,Small EDRK-Rich Factor 1A,1.17315,GeneCards
SLAMF9,SLAM Family Member 9,1.17315,GeneCards
SLC16A13,Solute Carrier Family 16 Member 13,1.17315,GeneCards
SNN,Stannin,1.17315,GeneCards
SPATA19,Spermatogenesis Associated 19,1.17315,GeneCards
SPMAP2,Sperm Microtubule Associated Protein 2,1.17315,GeneCards
SPRR1A,Small Proline Rich Protein 1A,1.17315,GeneCards
SPRR1B,Small Proline Rich Protein 1B,1.17315,GeneCards
SURF2,Surfeit 2,1.17315,GeneCards
SVOP,SV2 Related Protein,1.17315,GeneCards
SYT15,Synaptotagmin 15,1.17315,GeneCards
TAL2,TAL BHLH Transcription Factor 2,1.17315,GeneCards
TGIF2LX,TGFB Induced Factor Homeobox 2 Like X-Linked,1.17315,GeneCards
TIGD7,Tigger Transposable Element Derived 7,1.17315,GeneCards
TMC7,Transmembrane Channel Like 7,1.17315,GeneCards
TMEM151A,Transmembrane Protein 151A,1.17315,GeneCards
TMEM185A,Transmembrane Protein 185A,1.17315,GeneCards
TMEM196,Transmembrane Protein 196,1.17315,GeneCards
TRAPPC3L,Trafficking Protein Particle Complex Subunit 3L,1.17315,GeneCards
TRIM43,Tripartite Motif Containing 43,1.17315,GeneCards
TSPAN3,Tetraspanin 3,1.17315,GeneCards
ZBTB39,Zinc Finger And BTB Domain Containing 39,1.17315,GeneCards
ZBTB44,Zinc Finger And BTB Domain Containing 44,1.17315,GeneCards
ZFAND3,Zinc Finger AN1-Type Containing 3,1.17315,GeneCards
ZMYND12,Zinc Finger MYND-Type Containing 12,1.17315,GeneCards
ZNF230,Zinc Finger Protein 230,1.17315,GeneCards
ZNF479,Zinc Finger Protein 479,1.17315,GeneCards
ZNF572,Zinc Finger Protein 572,1.17315,GeneCards
ZNF614,Zinc Finger Protein 614,1.17315,GeneCards
BPESC1,"Blepharophimosis, Epicanthus Inversus And Ptosis Candidate 1",1.17315,GeneCards
C21orf91-OT1,C21orf91 Overlapping Transcript 1,1.17315,GeneCards
CDKL4,Cyclin Dependent Kinase Like 4,1.17315,GeneCards
CEBPA-DT,CEBPA Divergent Transcript,1.17315,GeneCards
CPO,Carboxypeptidase O,1.17315,GeneCards
CPS1-IT1,CPS1 Intronic Transcript 1,1.17315,GeneCards
CST5,Cystatin D,1.17315,GeneCards
CTAG1B,Cancer/Testis Antigen 1B,1.17315,GeneCards
DEFB124,Defensin Beta 124,1.17315,GeneCards
DIRC3,Disrupted In Renal Carcinoma 3,1.17315,GeneCards
DLGAP1-AS2,DLGAP1 Antisense RNA 2,1.17315,GeneCards
EEIG1,Estrogen-Induced Osteoclastogenesis Regulator 1,1.17315,GeneCards
EMC3-AS1,EMC3 Antisense RNA 1,1.17315,GeneCards
F8A1,Coagulation Factor VIII Associated 1,1.17315,GeneCards
FMC1,Formation Of Mitochondrial Complex V Assembly Factor 1,1.17315,GeneCards
GPR180,G Protein-Coupled Receptor 180,1.17315,GeneCards
HCG27,HLA Complex Group 27,1.17315,GeneCards
HHIP-AS1,HHIP Antisense RNA 1,1.17315,GeneCards
HOXC-AS3,HOXC Cluster Antisense RNA 3,1.17315,GeneCards
INSM2,INSM Transcriptional Repressor 2,1.17315,GeneCards
ISOC1,Isochorismatase Domain Containing 1,1.17315,GeneCards
KIAA1755,KIAA1755,1.17315,GeneCards
KLF3-AS1,KLF3 Antisense RNA 1,1.17315,GeneCards
LHFPL3,LHFPL Tetraspan Subfamily Member 3,1.17315,GeneCards
LIMS3,LIM Zinc Finger Domain Containing 3,1.17315,GeneCards
LINC00312,Long Intergenic Non-Protein Coding RNA 312,1.17315,GeneCards
LINC00520,Long Intergenic Non-Protein Coding RNA 520,1.17315,GeneCards
LINC00648,Long Intergenic Non-Protein Coding RNA 648,1.17315,GeneCards
LINC00964,Long Intergenic Non-Protein Coding RNA 964,1.17315,GeneCards
LINC01094,Long Intergenic Non-Protein Coding RNA 1094,1.17315,GeneCards
LINC01428,Long Intergenic Non-Protein Coding RNA 1428,1.17315,GeneCards
LINC01512,Long Intergenic Non-Protein Coding RNA 1512,1.17315,GeneCards
LINC02899,Long Intergenic Non-Protein Coding RNA 2899,1.17315,GeneCards
LINC02912,Long Intergenic Non-Protein Coding RNA 2912,1.17315,GeneCards
LNCARSR,LncRNA Regulator Of Akt Signaling Associated With HCC And RCC,1.17315,GeneCards
LNCNEF,LncRNA Neighboring Enhancer Of FOXA2,1.17315,GeneCards
LNCOC1,LncRNA Associated With Ovarian Cancer 1,1.17315,GeneCards
LOC130058141,ATAC-STARR-Seq Lymphoblastoid Silent Region 6962,1.17315,GeneCards
LYRM2,LYR Motif Containing 2,1.17315,GeneCards
MIR1226,MicroRNA 1226,1.17315,GeneCards
MIR1273H,MicroRNA 1273h,1.17315,GeneCards
MIR486-2,MicroRNA 486-2,1.17315,GeneCards
MIR548J,MicroRNA 548j,1.17315,GeneCards
MIR548X2,MicroRNA 548x-2,1.17315,GeneCards
MIR6891,MicroRNA 6891,1.17315,GeneCards
NACA2,Nascent Polypeptide Associated Complex Subunit Alpha 2,1.17315,GeneCards
NR2F2-AS1,NR2F2 Antisense RNA 1,1.17315,GeneCards
OMP,Olfactory Marker Protein,1.17315,GeneCards
OR10A6,Olfactory Receptor Family 10 Subfamily A Member 6 (Gene/Pseudogene),1.17315,GeneCards
OR11G2,Olfactory Receptor Family 11 Subfamily G Member 2,1.17315,GeneCards
OR13C3,Olfactory Receptor Family 13 Subfamily C Member 3,1.17315,GeneCards
OR2AK2,Olfactory Receptor Family 2 Subfamily AK Member 2,1.17315,GeneCards
OR4B1,Olfactory Receptor Family 4 Subfamily B Member 1,1.17315,GeneCards
OR4C12,Olfactory Receptor Family 4 Subfamily C Member 12,1.17315,GeneCards
OR4M1,Olfactory Receptor Family 4 Subfamily M Member 1,1.17315,GeneCards
OR51G2,Olfactory Receptor Family 51 Subfamily G Member 2,1.17315,GeneCards
OR52A1,Olfactory Receptor Family 52 Subfamily A Member 1,1.17315,GeneCards
OR5A1,Olfactory Receptor Family 5 Subfamily A Member 1,1.17315,GeneCards
OR5B3,Olfactory Receptor Family 5 Subfamily B Member 3,1.17315,GeneCards
OR5K2,Olfactory Receptor Family 5 Subfamily K Member 2,1.17315,GeneCards
OR5K4,Olfactory Receptor Family 5 Subfamily K Member 4,1.17315,GeneCards
OR6F1,Olfactory Receptor Family 6 Subfamily F Member 1,1.17315,GeneCards
OXNAD1,Oxidoreductase NAD Binding Domain Containing 1,1.17315,GeneCards
PEBP4,Phosphatidylethanolamine Binding Protein 4,1.17315,GeneCards
PERM1,"PPARGC1 And ESRR Induced Regulator, Muscle 1",1.17315,GeneCards
PIGY,Phosphatidylinositol Glycan Anchor Biosynthesis Class Y,1.17315,GeneCards
PMS2P9,"PMS1 Homolog 2, Mismatch Repair System Component Pseudogene 9",1.17315,GeneCards
PNRC1,Proline Rich Nuclear Receptor Coactivator 1,1.17315,GeneCards
PRSS33,Serine Protease 33,1.17315,GeneCards
RASSF8-AS1,RASSF8 Antisense RNA 1,1.17315,GeneCards
RGL4,Ral Guanine Nucleotide Dissociation Stimulator Like 4,1.17315,GeneCards
SERTAD2,SERTA Domain Containing 2,1.17315,GeneCards
SNAI3-AS1,SNAI3 Antisense RNA 1,1.17315,GeneCards
STOX2,Storkhead Box 2,1.17315,GeneCards
SUN3,Sad1 And UNC84 Domain Containing 3,1.17315,GeneCards
THAP6,THAP Domain Containing 6,1.17315,GeneCards
TM4SF1,Transmembrane 4 L Six Family Member 1,1.17315,GeneCards
TM4SF4,Transmembrane 4 L Six Family Member 4,1.17315,GeneCards
TMEM45B,Transmembrane Protein 45B,1.17315,GeneCards
TMEM9B-AS1,TMEM9B Antisense RNA 1,1.17315,GeneCards
TRAPPC2B,Trafficking Protein Particle Complex Subunit 2B,1.17315,GeneCards
TRIM42,Tripartite Motif Containing 42,1.17315,GeneCards
TRIM49,Tripartite Motif Containing 49,1.17315,GeneCards
TSPYL5,TSPY Like 5,1.17315,GeneCards
VPREB3,V-Set Pre-B Cell Surrogate Light Chain 3,1.17315,GeneCards
YIPF4,Yip1 Domain Family Member 4,1.17315,GeneCards
ZC3H6,Zinc Finger CCCH-Type Containing 6,1.17315,GeneCards
ZCCHC12,Zinc Finger CCHC-Type Containing 12,1.17315,GeneCards
ZNF404,Zinc Finger Protein 404,1.17315,GeneCards
ZNF547,Zinc Finger Protein 547,1.17315,GeneCards
ZNF575,Zinc Finger Protein 575,1.17315,GeneCards
ZNF630,Zinc Finger Protein 630,1.17315,GeneCards
ZNF648,Zinc Finger Protein 648,1.17315,GeneCards
ZNG1C,Zn Regulated GTPase Metalloprotein Activator 1C,1.17315,GeneCards
ALLC,Allantoicase,1.17315,GeneCards
ANKRD13C-DT,ANKRD13C Divergent Transcript,1.17315,GeneCards
ANKRD16,Ankyrin Repeat Domain 16,1.17315,GeneCards
ATP5MGL,ATP Synthase Membrane Subunit G Like,1.17315,GeneCards
ATXN7L1,Ataxin 7 Like 1,1.17315,GeneCards
BCAS4,Breast Carcinoma Amplified Sequence 4,1.17315,GeneCards
BHLHE23,Basic Helix-Loop-Helix Family Member E23,1.17315,GeneCards
BIVM,"Basic, Immunoglobulin-Like Variable Motif Containing",1.17315,GeneCards
CCDC85A,Coiled-Coil Domain Containing 85A,1.17315,GeneCards
CDY1B,Chromodomain Y-Linked 1B,1.17315,GeneCards
CDY2A,Chromodomain Y-Linked 2A,1.17315,GeneCards
CEP95,Centrosomal Protein 95,1.17315,GeneCards
CFAP157,Cilia And Flagella Associated Protein 157,1.17315,GeneCards
DYNLT5,Dynein Light Chain Tctex-Type Family Member 5,1.17315,GeneCards
EPHA1-AS1,EPHA1 Antisense RNA 1,1.17315,GeneCards
FAM106A,Family With Sequence Similarity 106 Member A,1.17315,GeneCards
FAM66B,Family With Sequence Similarity 66 Member B,1.17315,GeneCards
FCRLB,Fc Receptor Like B,1.17315,GeneCards
GLYCAM1,Glycosylation Dependent Cell Adhesion Molecule 1 (Pseudogene),1.17315,GeneCards
GTF2IRD2B,GTF2I Repeat Domain Containing 2B,1.17315,GeneCards
ITM2A,Integral Membrane Protein 2A,1.17315,GeneCards
KIRREL3-AS3,KIRREL3 Antisense RNA 3,1.17315,GeneCards
KLRA1P,"Killer Cell Lectin Like Receptor A1, Pseudogene",1.17315,GeneCards
KRT28,Keratin 28,1.17315,GeneCards
LINC00602,Long Intergenic Non-Protein Coding RNA 602,1.17315,GeneCards
LINC00622,Long Intergenic Non-Protein Coding RNA 622,1.17315,GeneCards
LINC01301,Long Intergenic Non-Protein Coding RNA 1301,1.17315,GeneCards
LINC01473,Long Intergenic Non-Protein Coding RNA 1473,1.17315,GeneCards
LINC03040,Long Intergenic Non-Protein Coding RNA 3040,1.17315,GeneCards
LRCH2,Leucine Rich Repeats And Calponin Homology Domain Containing 2,1.17315,GeneCards
LRRC47,Leucine Rich Repeat Containing 47,1.17315,GeneCards
MAGEE1,MAGE Family Member E1,1.17315,GeneCards
MAGEF1,MAGE Family Member F1,1.17315,GeneCards
MAMDC2,MAM Domain Containing 2,1.17315,GeneCards
MIR2909,MicroRNA 2909,1.17315,GeneCards
MIR4701,MicroRNA 4701,1.17315,GeneCards
MIR4723,MicroRNA 4723,1.17315,GeneCards
MIR548Q,MicroRNA 548q,1.17315,GeneCards
MIR6821,MicroRNA 6821,1.17315,GeneCards
MUSTN1,"Musculoskeletal, Embryonic Nuclear Protein 1",1.17315,GeneCards
NCRUPAR,"Non-Protein Coding RNA, Upstream Of F2R/PAR1",1.17315,GeneCards
NLRP8,NLR Family Pyrin Domain Containing 8,1.17315,GeneCards
OR10J5,Olfactory Receptor Family 10 Subfamily J Member 5,1.17315,GeneCards
OR11H4,Olfactory Receptor Family 11 Subfamily H Member 4,1.17315,GeneCards
OR2AE1,Olfactory Receptor Family 2 Subfamily AE Member 1,1.17315,GeneCards
OR2T1,Olfactory Receptor Family 2 Subfamily T Member 1,1.17315,GeneCards
OR4C13,Olfactory Receptor Family 4 Subfamily C Member 13,1.17315,GeneCards
OR51F2,Olfactory Receptor Family 51 Subfamily F Member 2,1.17315,GeneCards
OR52A5,Olfactory Receptor Family 52 Subfamily A Member 5,1.17315,GeneCards
OR52N1,Olfactory Receptor Family 52 Subfamily N Member 1,1.17315,GeneCards
OR52N4,Olfactory Receptor Family 52 Subfamily N Member 4,1.17315,GeneCards
OR56A4,Olfactory Receptor Family 56 Subfamily A Member 4,1.17315,GeneCards
OR5M11,Olfactory Receptor Family 5 Subfamily M Member 11,1.17315,GeneCards
OR5P3,Olfactory Receptor Family 5 Subfamily P Member 3,1.17315,GeneCards
OR6M1,Olfactory Receptor Family 6 Subfamily M Member 1,1.17315,GeneCards
OR6X1,Olfactory Receptor Family 6 Subfamily X Member 1,1.17315,GeneCards
OR7E2P,Olfactory Receptor Family 7 Subfamily E Member 2 Pseudogene,1.17315,GeneCards
OR8D2,Olfactory Receptor Family 8 Subfamily D Member 2,1.17315,GeneCards
OR8H2,Olfactory Receptor Family 8 Subfamily H Member 2,1.17315,GeneCards
OR9I1,Olfactory Receptor Family 9 Subfamily I Member 1,1.17315,GeneCards
PI15,Peptidase Inhibitor 15,1.17315,GeneCards
PTCHD3,Patched Domain Containing 3 (Gene/Pseudogene),1.17315,GeneCards
PTCSC3,Papillary Thyroid Carcinoma Susceptibility Candidate 3,1.17315,GeneCards
PXMP4,Peroxisomal Membrane Protein 4,1.17315,GeneCards
RAI2,Retinoic Acid Induced 2,1.17315,GeneCards
RASGEF1C,RasGEF Domain Family Member 1C,1.17315,GeneCards
RGS2-AS1,RSG2 Antisense RNA 1,1.17315,GeneCards
RNF175,Ring Finger Protein 175,1.17315,GeneCards
RNY4,"RNA, Ro60-Associated Y4",1.17315,GeneCards
RRS1-DT,RRS1 Divergent Transcript,1.17315,GeneCards
RTP3,Receptor Transporter Protein 3,1.17315,GeneCards
SACK1F,Scaffolding CK1 Anchoring Protein F,1.17315,GeneCards
SEC1P,"Secretory Blood Group 1, Pseudogene",1.17315,GeneCards
SH3BGRL2,SH3 Domain Binding Glutamate Rich Protein Like 2,1.17315,GeneCards
SHE,Src Homology 2 Domain Containing E,1.17315,GeneCards
SLC36A3,Solute Carrier Family 36 Member 3,1.17315,GeneCards
SMCP,Sperm Mitochondria Associated Cysteine Rich Protein,1.17315,GeneCards
SPATA9,Spermatogenesis Associated 9,1.17315,GeneCards
SPIC,Spi-C Transcription Factor,1.17315,GeneCards
SPRR2E,Small Proline Rich Protein 2E,1.17315,GeneCards
ST7-OT4,ST7 Overlapping Transcript 4,1.17315,GeneCards
TAPT1-AS1,TAPT1 Antisense RNA 1,1.17315,GeneCards
TAS2R9,Taste 2 Receptor Member 9,1.17315,GeneCards
TCEAL4,Transcription Elongation Factor A Like 4,1.17315,GeneCards
TMEM132B,Transmembrane Protein 132B,1.17315,GeneCards
TMEM44,Transmembrane Protein 44,1.17315,GeneCards
TMEM64,Transmembrane Protein 64,1.17315,GeneCards
TSPAN11,Tetraspanin 11,1.17315,GeneCards
VNN3P,"Vanin 3, Pseudogene",1.17315,GeneCards
XKR9,XK Related 9,1.17315,GeneCards
ZCCHC10,Zinc Finger CCHC-Type Containing 10,1.17315,GeneCards
ZKSCAN2,Zinc Finger With KRAB And SCAN Domains 2,1.17315,GeneCards
ZNF319,Zinc Finger Protein 319,1.17315,GeneCards
ZNF501,Zinc Finger Protein 501,1.17315,GeneCards
ZSCAN22,Zinc Finger And SCAN Domain Containing 22,1.17315,GeneCards
ZXDA,Zinc Finger X-Linked Duplicated A,1.17315,GeneCards
ACTL8,Actin Like 8,1.17315,GeneCards
AMELY,Amelogenin Y-Linked,1.17315,GeneCards
ANKRD29,Ankyrin Repeat Domain 29,1.17315,GeneCards
ASB12,Ankyrin Repeat And SOCS Box Containing 12,1.17315,GeneCards
BEX4,Brain Expressed X-Linked 4,1.17315,GeneCards
C1QTNF7,C1q And TNF Related 7,1.17315,GeneCards
CABS1,"Calcium Binding Protein, Spermatid Associated 1",1.17315,GeneCards
CACNA1C-IT3,CACNA1C Intronic Transcript 3,1.17315,GeneCards
CDR1,Cerebellar Degeneration Related 1,1.17315,GeneCards
CFAP184,Cilia And Flagella Associated Protein 184,1.17315,GeneCards
CRISPLD1,Cysteine Rich Secretory Protein LCCL Domain Containing 1,1.17315,GeneCards
CYB561D1,Cytochrome B561 Family Member D1,1.17315,GeneCards
DCST2,DC-STAMP Domain Containing 2,1.17315,GeneCards
DEFB121,Defensin Beta 121,1.17315,GeneCards
DEFB136,Defensin Beta 136,1.17315,GeneCards
DNAJB7,DnaJ Heat Shock Protein Family (Hsp40) Member B7,1.17315,GeneCards
DNAJC5B,DnaJ Heat Shock Protein Family (Hsp40) Member C5 Beta,1.17315,GeneCards
EFCAB3,EF-Hand Calcium Binding Domain 3,1.17315,GeneCards
EOLA2-DT,EOLA2 Divergent Transcript,1.17315,GeneCards
EXOC3L2,Exocyst Complex Component 3 Like 2,1.17315,GeneCards
FTHL17,Ferritin Heavy Chain Like 17,1.17315,GeneCards
GAS5-AS1,GAS5 Antisense RNA 1,1.17315,GeneCards
GDAP1L1,Ganglioside Induced Differentiation Associated Protein 1 Like 1,1.17315,GeneCards
GDPD4,Glycerophosphodiester Phosphodiesterase Domain Containing 4,1.17315,GeneCards
GPRASP3,G Protein-Coupled Receptor Associated Sorting Protein Family Member 3,1.17315,GeneCards
GSG1,Germ Cell Associated 1,1.17315,GeneCards
HLX-AS1,HLX Antisense RNA 1,1.17315,GeneCards
LCE1D,Late Cornified Envelope 1D,1.17315,GeneCards
LCE3A,Late Cornified Envelope 3A,1.17315,GeneCards
LGALS17A,Galectin 14 Pseudogene,1.17315,GeneCards
LGALSL,Galectin Like,1.17315,GeneCards
LINC01123,Long Intergenic Non-Protein Coding RNA 1123,1.17315,GeneCards
LINC01250,Long Intergenic Non-Protein Coding RNA 1250,1.17315,GeneCards
LINC01479,Long Intergenic Non-Protein Coding RNA 1479,1.17315,GeneCards
LINCMD1,"Long Intergenic Non-Protein Coding RNA, Muscle Differentiation 1",1.17315,GeneCards
LRRC38,Leucine Rich Repeat Containing 38,1.17315,GeneCards
LYPD4,LY6/PLAUR Domain Containing 4,1.17315,GeneCards
MAFTRR,MAF Transcriptional Regulator RNA,1.17315,GeneCards
MARVELD1,MARVEL Domain Containing 1,1.17315,GeneCards
MICA-AS1,MICA Antisense RNA 1,1.17315,GeneCards
MIR1256,MicroRNA 1256,1.17315,GeneCards
MIR194-2,MicroRNA 194-2,1.17315,GeneCards
MIR2392,MicroRNA 2392,1.17315,GeneCards
MIR3127,MicroRNA 3127,1.17315,GeneCards
MIR4743,MicroRNA 4743,1.17315,GeneCards
MIR544B,MicroRNA 544b,1.17315,GeneCards
MIR630,MicroRNA 630,1.17315,GeneCards
MMD2,Monocyte To Macrophage Differentiation Associated 2,1.17315,GeneCards
MRGPRE,MAS Related GPR Family Member E,1.17315,GeneCards
MTFR2,Mitochondrial Fission Regulator 2,1.17315,GeneCards
MTURN,"Maturin, Neural Progenitor Differentiation Regulator Homolog",1.17315,GeneCards
NRIP3,Nuclear Receptor Interacting Protein 3,1.17315,GeneCards
NXPH3,Neurexophilin 3,1.17315,GeneCards
OR10A3,Olfactory Receptor Family 10 Subfamily A Member 3,1.17315,GeneCards
OR10AD1,Olfactory Receptor Family 10 Subfamily AD Member 1,1.17315,GeneCards
OR10S1,Olfactory Receptor Family 10 Subfamily S Member 1,1.17315,GeneCards
OR11H1,Olfactory Receptor Family 11 Subfamily H Member 1,1.17315,GeneCards
OR13H1,Olfactory Receptor Family 13 Subfamily H Member 1,1.17315,GeneCards
OR14A16,Olfactory Receptor Family 14 Subfamily A Member 16,1.17315,GeneCards
OR14C36,Olfactory Receptor Family 14 Subfamily C Member 36,1.17315,GeneCards
OR1Q1,Olfactory Receptor Family 1 Subfamily Q Member 1,1.17315,GeneCards
OR2M2,Olfactory Receptor Family 2 Subfamily M Member 2,1.17315,GeneCards
OR2M4,Olfactory Receptor Family 2 Subfamily M Member 4,1.17315,GeneCards
OR4A16,Olfactory Receptor Family 4 Subfamily A Member 16,1.17315,GeneCards
OR4K5,Olfactory Receptor Family 4 Subfamily K Member 5,1.17315,GeneCards
OR4N4,Olfactory Receptor Family 4 Subfamily N Member 4,1.17315,GeneCards
OR56B1,Olfactory Receptor Family 56 Subfamily B Member 1,1.17315,GeneCards
OR8B3,Olfactory Receptor Family 8 Subfamily B Member 3,1.17315,GeneCards
OR9A2,Olfactory Receptor Family 9 Subfamily A Member 2,1.17315,GeneCards
OVCA2,OVCA2 Serine Hydrolase Domain Containing,1.17315,GeneCards
PCDHB13,Protocadherin Beta 13,1.17315,GeneCards
PCDHB15,Protocadherin Beta 15,1.17315,GeneCards
PRAMEF2,PRAME Family Member 2,1.17315,GeneCards
PRAP1,Proline Rich Acidic Protein 1,1.17315,GeneCards
PRB3,Proline Rich Protein BstNI Subfamily 3,1.17315,GeneCards
PTCSC1,Papillary Thyroid Carcinoma Susceptibility Candidate 1,1.17315,GeneCards
SAMD3,Sterile Alpha Motif Domain Containing 3,1.17315,GeneCards
SH3BP5L,SH3 Binding Domain Protein 5 Like,1.17315,GeneCards
SIRPD,Signal Regulatory Protein Delta,1.17315,GeneCards
SND1-IT1,SND1 Intronic Transcript 1,1.17315,GeneCards
SNORD80,"Small Nucleolar RNA, C/D Box 80",1.17315,GeneCards
STRIP2,Striatin Interacting Protein 2,1.17315,GeneCards
SUSD5,Sushi Domain Containing 5,1.17315,GeneCards
TCERG1L,Transcription Elongation Regulator 1 Like,1.17315,GeneCards
TGIF2LY,TGFB Induced Factor Homeobox 2 Like Y-Linked,1.17315,GeneCards
TM9SF3,Transmembrane 9 Superfamily Member 3,1.17315,GeneCards
TMEM123,Transmembrane Protein 123,1.17315,GeneCards
TMEM176A,Transmembrane Protein 176A,1.17315,GeneCards
TMEM47,Transmembrane Protein 47,1.17315,GeneCards
TMEM50A,Transmembrane Protein 50A,1.17315,GeneCards
TTTY6,"Testis Expressed Transcript, Y-Linked 6",1.17315,GeneCards
UBL3,Ubiquitin Like 3,1.17315,GeneCards
UOX,Urate Oxidase (Pseudogene),1.17315,GeneCards
WDR31,WD Repeat Domain 31,1.17315,GeneCards
YIPF7,Yip1 Domain Family Member 7,1.17315,GeneCards
ZNF296,Zinc Finger Protein 296,1.17315,GeneCards
ZNG1E,Zn Regulated GTPase Metalloprotein Activator 1E,1.17315,GeneCards
ZNHIT2,Zinc Finger HIT-Type Containing 2,1.17315,GeneCards
AKR1C6P,"Aldo-Keto Reductase Family 1 Member C6, Pseudogene",1.17315,GeneCards
CCDC7,Coiled-Coil Domain Containing 7,1.17315,GeneCards
CDV3,CDV3 Homolog,1.17315,GeneCards
CLDN22,Claudin 22,1.17315,GeneCards
CLUL1,Clusterin Like 1,1.17315,GeneCards
CRIPTO3,"Cripto, EGF-CFC Family Member 3",1.17315,GeneCards
CTAG2,Cancer/Testis Antigen 2,1.17315,GeneCards
DEFB118,Defensin Beta 118,1.17315,GeneCards
EOLA1-DT,EOLA1 Divergent Transcript,1.17315,GeneCards
FAM107B,Family With Sequence Similarity 107 Member B,1.17315,GeneCards
FGFBP2,Fibroblast Growth Factor Binding Protein 2,1.17315,GeneCards
FUT8-AS1,FUT8 Antisense RNA 1,1.17315,GeneCards
GOLGA6L5P,"Golgin A6 Family Like 5, Pseudogene",1.17315,GeneCards
GPATCH11,G-Patch Domain Containing 11,1.17315,GeneCards
GTPBP8,GTP Binding Protein 8,1.17315,GeneCards
KIR2DS5,"Killer Cell Immunoglobulin Like Receptor, Two Ig Domains And Short Cytoplasmic Tail 5",1.17315,GeneCards
KRT26,Keratin 26,1.17315,GeneCards
KRTAP11-1,Keratin Associated Protein 11-1,1.17315,GeneCards
KRTDAP,Keratinocyte Differentiation Associated Protein,1.17315,GeneCards
LCE3D,Late Cornified Envelope 3D,1.17315,GeneCards
LINC00294,Long Intergenic Non-Protein Coding RNA 294,1.17315,GeneCards
LINC02370,Long Intergenic Non-Protein Coding RNA 2370,1.17315,GeneCards
LOC102723654,Uncharacterized LOC102723654,1.17315,GeneCards
LOC105375743,Uncharacterized LOC105375743,1.17315,GeneCards
